class last.change n5.d3 n5.d4 n10.d3 n10.d4 dist.d3 last.d3 last.d4 dist.d4  r3.sdl r3.sap r4.sdl r4.sap
 2 19 8 0 18 5 2.236 0 8.246 0 11 8 0 0
 2 0 0 34 0 126 -1 -1 1 0 0 0 24 23
 2 23 6 0 49 4 3.606 0 8.944 0 21 7 0 0
 2 0 2 0 8 9 1.414 0 7.81 0 5 0 0 0
 2 0 0 0 15 0 6.325 0 -1 -1 0 0 0 0
 3 0 62 0 170 0 0 0 -1 -1 25 22 0 0
 2 23 0 7 1 62 9.434 0 2.828 0 0 0 18 1
 3 0 55 26 131 153 0 0 2.236 0 30 22 32 20
 2 23 0 34 17 43 7.211 0 1.414 0 0 0 21 2
 2 0 6 12 53 27 3.606 0 3 0 5 8 8 10
 4 0 0 8 4 8 8.246 0 0 0 0 0 15 15
 2 23 0 6 0 52 -1 -1 2.236 0 0 0 26 1
 3 0 56 25 145 124 0 0 1 0 24 24 21 21
 3 0 74 3 210 19 0 0 4.243 0 28 26 0 0
 1 0 22 22 101 63 3 0 1.414 0 35 18 0 0
 4 0 4 23 5 28 1 0 0 0 5 1 14 20
 4 0 0 2 0 5 -1 -1 0 0 0 0 10 1
 4 0 1 80 36 275 5 0 0 0 5 6 31 23
 2 23 0 0 40 32 6 0 5.099 0 14 2 0 0
 2 18 12 11 126 75 3.162 0 3.606 0 7 14 23 1
 2 0 0 9 18 80 6.083 0 3.606 0 17 5 20 15
 2 0 7 0 23 1 3.606 0 9.899 0 0 0 9 10
 4 0 4 23 16 87 3.162 0 0 0 27 2 20 22
 3 0 54 14 161 93 0 0 3.162 0 23 26 21 12
 2 23 3 0 39 0 4.472 0 -1 -1 21 2 0 0
 2 15 3 19 12 140 2.236 0 2.236 0 5 0 30 2
 2 0 0 0 58 17 5.831 0 6.083 0 6 14 0 0
 2 0 3 0 9 24 3.162 0 6.708 0 20 3 3 0
 2 23 46 1 144 4 1 0 4.472 0 28 21 0 0
 2 0 0 0 7 0 9.22 0 -1 -1 0 0 13 8
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 5 6
 2 22 38 0 147 20 1 0 7.28 0 23 22 0 0
 4 0 22 59 76 241 1 0 0 0 21 22 34 24
 1 0 5 0 104 0 4 0 -1 -1 19 3 0 0
 1 0 7 3 65 7 3.606 0 3.606 0 5 8 0 0
 3 0 39 0 125 0 0 0 -1 -1 23 23 0 0
 1 0 12 0 35 2 2.828 0 5.385 0 5 6 0 0
 4 0 0 73 0 236 -1 -1 0 0 0 0 33 28
 2 15 2 7 3 84 2.236 0 1.414 0 0 0 19 8
 1 0 0 2 6 13 7.28 0 4.472 0 8 8 0 0
 4 0 0 48 2 94 9.487 0 0 0 0 0 23 25
 2 23 0 0 18 0 7.071 0 -1 -1 0 0 0 0
 2 0 0 0 24 3 5.385 0 9 0 0 0 12 8
 2 23 0 31 2 145 8.062 0 1 0 0 0 31 2
 4 0 3 76 3 221 2.236 0 0 0 0 0 33 25
 2 0 6 11 47 80 3 0 2.236 0 10 14 9 14
 3 0 2 0 8 7 0 0 7.211 0 5 0 0 0
 2 15 0 0 0 2 -1 -1 9.487 0 0 0 0 0
 1 0 20 1 101 30 2.236 0 4.123 0 8 16 0 0
 2 0 20 0 113 0 2 0 -1 -1 28 20 13 3
 4 0 3 69 3 189 2.236 0 0 0 0 0 25 26
 2 0 0 0 9 33 8.602 0 6.325 0 5 10 5 3
 2 0 39 0 145 14 1 0 7.211 0 26 23 2 0
 3 0 31 12 67 91 0 0 3.162 0 19 18 21 17
 3 0 80 1 251 22 0 0 4.472 0 24 25 5 6
 2 23 0 0 10 28 7 0 7.071 0 0 0 0 0
 2 0 0 0 2 4 8.602 0 5.385 0 6 3 0 0
 2 15 28 0 135 0 2 0 -1 -1 16 13 0 0
 2 0 0 0 12 16 6.083 0 6.325 0 5 0 0 0
 2 17 7 35 35 125 3.606 0 2 0 22 18 20 7
 2 23 0 1 0 6 -1 -1 5 0 0 0 15 1
 2 0 0 0 2 3 7.071 0 9.22 0 0 0 0 0
 1 0 23 0 102 0 2 0 -1 -1 28 19 0 0
 2 23 0 0 0 37 -1 -1 7.616 0 0 0 0 0
 3 0 40 1 73 21 0 0 5 0 23 24 0 0
 2 0 0 1 13 7 8 0 5 0 0 0 0 0
 1 0 52 0 152 0 1.414 0 -1 -1 21 21 0 0
 2 0 0 0 0 5 -1 -1 9.22 0 0 0 0 0
 4 0 0 74 9 229 6 0 0 0 0 0 24 25
 2 0 0 5 0 69 -1 -1 4 0 0 0 14 17
 3 0 43 0 139 33 0 0 6.325 0 32 23 7 8
 2 15 0 0 23 0 6.403 0 -1 -1 10 17 0 0
 3 0 67 14 185 87 0 0 2.828 0 23 24 14 17
 2 0 0 0 0 7 -1 -1 8 0 0 0 0 0
 2 23 0 0 4 0 8.944 0 -1 -1 0 0 0 0
 3 0 44 5 73 49 0 0 4.243 0 25 23 1 0
 2 0 1 0 19 0 4.472 0 -1 -1 0 0 0 0
 2 0 0 0 21 0 5.831 0 -1 -1 0 0 0 0
 3 0 70 0 203 1 0 0 10 0 29 27 0 0
 2 0 1 0 43 2 5 0 7.211 0 7 9 0 0
 2 0 35 0 110 43 1 0 5.831 0 23 21 7 11
 3 0 53 0 151 7 0 0 7.071 0 27 25 20 3
 2 0 0 14 2 74 5.831 0 1 0 0 0 24 22
 4 0 0 81 9 273 7.616 0 0 0 0 0 27 26
 2 0 0 0 10 4 7.81 0 6 0 0 0 5 0
 2 0 0 7 0 98 -1 -1 3 0 0 0 7 15
 2 22 0 16 12 76 7 0 2.828 0 0 0 0 0
 2 0 0 0 0 20 -1 -1 6 0 9 9 0 0
 2 0 0 21 0 100 -1 -1 1.414 0 12 10 17 13
 2 0 32 2 116 2 1 0 3.606 0 30 24 0 0
 4 0 5 39 16 39 4.123 0 0 0 10 6 16 20
 4 0 0 67 22 161 5.831 0 0 0 0 0 20 23
 2 23 0 0 26 3 5.099 0 9.434 0 10 7 0 0
 2 0 0 9 9 69 6.708 0 3.162 0 0 0 8 11
 2 23 0 26 0 199 -1 -1 1.414 0 17 8 26 3
 3 0 43 5 76 77 0 0 3.606 0 23 22 27 4
 2 23 0 27 28 83 5.385 0 1.414 0 14 13 0 0
 2 0 0 0 13 5 6.403 0 9.22 0 23 1 0 0
 2 0 0 4 0 6 -1 -1 4 0 0 0 5 1
 2 0 0 0 1 6 9.849 0 7.071 0 5 3 0 0
 2 18 30 9 127 53 1.414 0 2.828 0 22 22 23 1
 4 0 0 61 12 155 8.485 0 0 0 5 0 22 22
 4 0 0 73 26 200 6.708 0 0 0 5 6 23 25
 2 23 0 0 0 34 -1 -1 7.071 0 6 7 0 0
 3 0 73 0 210 4 0 0 7.616 0 23 27 0 0
 3 0 43 1 138 16 0 0 5 0 31 24 0 0
 2 23 0 3 0 4 -1 -1 4 0 0 0 21 2
 2 0 0 0 18 0 5.831 0 -1 -1 0 0 0 0
 2 23 0 9 11 62 5.099 0 3.606 0 0 0 27 3
 4 0 21 35 140 70 2 0 0 0 15 18 24 21
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 1 0 31 0 163 0 2 0 -1 -1 21 22 0 0
 2 23 1 3 3 7 5 0 1.414 0 0 0 0 0
 2 0 0 4 11 53 7.81 0 4.243 0 0 0 5 5
 2 23 0 0 5 23 6 0 7.616 0 5 1 19 2
 2 0 0 0 3 0 7.28 0 -1 -1 0 0 0 0
 2 23 7 0 25 7 3.162 0 6.403 0 5 3 0 0
 1 0 42 12 113 92 1 0 2.828 0 37 25 0 0
 2 0 0 18 0 84 -1 -1 2.236 0 0 0 5 8
 3 0 16 0 22 0 0 0 -1 -1 20 19 0 0
 1 0 21 19 151 44 1.414 0 1 0 16 19 0 0
 2 15 2 35 28 109 4.472 0 1 0 9 5 14 10
 2 23 0 28 4 93 8.544 0 1 0 0 0 27 3
 2 0 3 0 3 3 3.162 0 6 0 5 0 0 0
 2 16 0 28 0 86 -1 -1 1 0 0 0 23 9
 4 0 18 52 68 124 2.828 0 0 0 14 11 25 21
 4 0 2 9 2 35 3.162 0 0 0 33 2 22 15
 3 0 64 0 194 0 0 0 -1 -1 23 26 0 0
 3 0 53 17 81 112 0 0 2 0 18 22 23 17
 2 0 0 8 0 51 -1 -1 3.606 0 0 0 23 1
 2 0 0 0 8 7 7.616 0 8.944 0 0 0 5 0
 2 0 0 4 7 4 7.81 0 3.606 0 0 0 5 0
 4 0 0 81 0 276 -1 -1 0 0 0 0 23 26
 2 0 9 0 67 43 2.828 0 7 0 5 9 0 0
 2 23 0 0 0 11 -1 -1 8 0 0 0 0 0
 4 0 1 60 5 143 5 0 0 0 0 0 29 24
 4 0 12 33 78 73 2.236 0 0 0 6 9 21 20
 4 0 3 41 79 62 4.243 0 0 0 23 9 27 20
 2 0 0 13 11 47 5.099 0 2.236 0 0 0 5 1
 3 0 16 0 29 0 0 0 -1 -1 12 16 0 0
 3 0 24 57 40 169 0 0 1 0 22 21 30 23
 2 0 0 0 25 0 5.099 0 -1 -1 0 0 0 0
 2 0 0 0 0 28 -1 -1 5.099 0 0 0 10 7
 3 0 40 0 84 0 0 0 -1 -1 23 20 0 0
 3 0 75 6 205 77 0 0 3.606 0 31 24 5 5
 4 0 1 80 39 223 5 0 0 0 5 7 23 22
 2 0 24 0 114 22 1 0 5.099 0 22 24 0 0
 2 23 0 35 0 152 -1 -1 1 0 0 0 31 4
 2 0 0 2 3 4 9.434 0 4 0 0 0 5 0
 4 0 17 29 77 84 2 0 0 0 23 16 24 24
 2 0 0 0 10 9 6.325 0 7.211 0 0 0 14 4
 4 0 23 58 109 203 2 0 0 0 26 13 34 23
 2 0 0 0 0 12 -1 -1 5.385 0 0 0 13 4
 2 0 10 2 34 2 2.236 0 2.236 0 15 10 5 0
 2 0 4 1 20 42 3.606 0 5 0 5 0 11 10
 3 0 20 13 133 48 0 0 1.414 0 19 22 17 17
 4 0 23 8 34 25 1 0 0 0 14 22 14 18
 4 0 9 72 46 271 2 0 0 0 17 14 25 26
 2 0 0 0 15 16 7 0 7.211 0 5 8 7 7
 2 0 0 0 70 4 5.657 0 9.22 0 17 7 5 5
 2 0 2 3 35 33 4.472 0 4.123 0 32 9 0 0
 2 0 0 16 9 70 7.28 0 1 0 0 0 20 17
 2 23 7 16 46 66 2.828 0 1.414 0 5 4 0 0
 3 0 41 40 82 177 0 0 2 0 23 24 19 19
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 3 0 70 2 196 17 0 0 4.123 0 27 25 14 1
 2 23 0 0 3 2 8 0 9.434 0 5 6 0 0
 2 23 0 0 28 9 5.099 0 6.403 0 0 0 0 0
 2 19 10 0 17 10 1.414 0 9 0 14 17 0 0
 4 0 0 56 0 160 -1 -1 0 0 0 0 29 24
 4 0 8 73 26 287 2.828 0 0 0 5 1 33 29
 2 0 0 3 9 4 8.062 0 4.123 0 0 0 0 0
 4 0 0 49 0 117 -1 -1 0 0 0 0 21 25
 2 23 0 7 10 16 7.616 0 2.236 0 0 0 0 0
 2 0 0 0 1 4 9.055 0 7.071 0 0 0 0 0
 2 23 0 23 6 104 8.602 0 2 0 0 0 20 2
 3 0 71 0 215 2 0 0 9.434 0 32 26 0 0
 3 0 52 3 175 7 0 0 2 0 26 23 10 6
 2 0 0 2 39 20 5.099 0 4.472 0 5 1 0 0
 2 23 0 30 9 176 8.485 0 2.236 0 7 11 0 0
 2 24 26 16 137 53 1 0 1.414 0 23 21 0 0
 2 0 0 0 52 9 5.831 0 6.325 0 5 7 0 0
 2 0 0 7 15 59 6.403 0 4 0 5 5 0 0
 2 0 0 15 40 30 5.657 0 2 0 12 5 7 10
 2 0 0 4 6 8 6.325 0 4 0 0 0 5 0
 2 0 0 0 40 3 5.099 0 9.22 0 0 0 0 0
 3 0 63 0 165 0 0 0 -1 -1 23 23 0 0
 2 0 5 0 58 28 4.243 0 6.083 0 3 0 11 8
 4 0 12 69 87 226 2 0 0 0 23 9 32 26
 2 23 0 2 0 6 -1 -1 3.162 0 0 0 0 0
 4 0 47 30 128 138 1.414 0 0 0 21 23 31 25
 4 0 0 46 39 104 5.385 0 0 0 0 0 14 23
 2 0 0 2 32 29 5.385 0 4.472 0 5 4 16 1
 2 0 2 0 3 2 3 0 9.22 0 4 0 0 0
 4 0 15 51 44 119 1 0 0 0 13 19 21 23
 3 0 22 29 34 113 0 0 1.414 0 14 20 12 19
 4 0 45 15 198 46 1 0 0 0 26 19 21 22
 2 23 0 0 0 30 -1 -1 5.831 0 0 0 0 0
 2 23 0 1 0 77 -1 -1 5 0 0 0 0 0
 2 0 1 0 13 2 4.472 0 9.434 0 9 6 0 0
 2 0 0 0 2 26 8.944 0 7.81 0 0 0 13 15
 3 0 34 0 98 21 0 0 7 0 24 22 0 0
 2 23 0 0 0 2 -1 -1 9.487 0 0 0 0 0
 1 0 13 6 86 35 2.236 0 3 0 18 11 0 0
 3 0 81 0 272 0 0 0 -1 -1 28 26 0 0
 4 0 1 80 85 232 5 0 0 0 20 17 35 26
 2 0 0 0 1 1 10 0 10 0 0 0 0 0
 2 22 20 34 83 122 1 0 1 0 21 20 23 3
 2 0 4 14 16 25 1 0 2.236 0 5 3 0 0
 2 0 45 0 126 29 1 0 6 0 14 20 0 0
 4 0 1 42 6 177 5 0 0 0 0 0 29 26
 3 0 31 29 49 101 0 0 2 0 15 22 19 16
 2 0 0 0 20 27 8.062 0 5.657 0 9 5 0 0
 2 0 1 0 11 0 4.472 0 -1 -1 0 0 0 0
 2 0 14 0 78 34 3.162 0 6.083 0 12 16 20 16
 2 0 0 0 1 0 10 0 -1 -1 0 0 0 0
 3 0 72 0 174 14 0 0 7.211 0 22 25 0 0
 2 0 1 8 8 8 4.472 0 1.414 0 0 0 11 13
 2 0 0 0 0 18 -1 -1 7.211 0 0 0 10 5
 2 0 9 0 42 15 2.828 0 7.81 0 7 6 13 12
 4 0 21 24 83 77 1 0 0 0 24 18 24 24
 3 0 71 0 217 0 0 0 -1 -1 34 27 0 0
 4 0 8 66 30 265 2.828 0 0 0 18 1 30 28
 2 0 0 0 28 7 5.831 0 8.246 0 5 3 0 0
 2 0 1 1 51 40 5 0 5 0 21 11 14 11
 1 0 34 0 167 0 1 0 -1 -1 24 21 0 0
 4 0 0 81 3 287 6.083 0 0 0 0 0 26 25
 4 0 2 73 11 154 3 0 0 0 0 0 21 23
 2 0 4 6 49 24 3.606 0 4 0 16 19 5 2
 3 0 25 7 83 28 0 0 2.236 0 23 20 18 7
 2 0 27 5 75 64 1.414 0 3.606 0 19 19 15 4
 2 0 13 19 114 51 3 0 1 0 17 21 22 16
 4 0 0 58 10 199 6.325 0 0 0 0 0 33 26
 2 0 19 2 105 33 2.236 0 4.472 0 5 11 5 9
 4 0 0 29 3 83 9 0 0 0 0 0 23 20
 2 0 3 0 40 0 4.243 0 -1 -1 5 3 0 0
 3 0 38 43 97 220 0 0 1 0 23 21 32 22
 2 0 22 4 114 4 2 0 1.414 0 19 15 12 9
 2 23 0 0 0 5 -1 -1 5.657 0 0 0 0 0
 4 0 2 79 49 230 4.123 0 0 0 13 13 24 25
 2 0 0 0 1 10 9.22 0 5.831 0 11 4 5 5
 3 0 81 0 282 2 0 0 9.22 0 33 24 0 0
 2 23 0 14 0 43 -1 -1 2.236 0 0 0 21 1
 3 0 46 7 112 13 0 0 2.236 0 24 22 5 3
 2 0 10 0 30 5 2.828 0 5.657 0 8 12 0 0
 2 0 0 3 1 43 10 0 4.123 0 0 0 23 4
 2 23 0 1 0 22 -1 -1 5 0 0 0 0 0
 2 15 8 7 8 69 2 0 4 0 6 6 0 0
 3 0 35 23 97 58 0 0 1 0 24 21 17 18
 2 0 0 29 34 65 6 0 1 0 5 5 18 19
 2 0 0 44 1 128 10 0 1 0 5 9 24 21
 2 0 0 8 2 19 5.099 0 2 0 0 0 12 8
 2 0 1 6 7 8 4.123 0 3.606 0 4 0 5 0
 2 23 5 0 18 11 2.828 0 8.062 0 13 10 0 0
 4 0 0 4 3 37 5.831 0 0 0 0 0 13 16
 2 23 0 2 0 31 -1 -1 4.472 0 0 0 0 0
 4 0 8 73 103 214 3.606 0 0 0 27 12 23 26
 1 0 26 3 64 7 1.414 0 3.162 0 14 18 0 0
 3 0 44 0 81 41 0 0 6.403 0 28 20 16 13
 2 0 0 0 4 10 8.062 0 8.062 0 5 4 0 0
 2 0 1 7 34 34 5 0 2.828 0 8 11 9 6
 1 0 3 8 4 47 3 0 3.606 0 0 0 0 0
 2 23 2 0 28 12 4.123 0 8 0 5 0 0 0
 2 0 1 25 51 77 5 0 1.414 0 5 10 12 19
 2 0 0 8 8 8 6.325 0 1.414 0 0 0 10 13
 2 0 0 0 26 20 5.657 0 7 0 0 0 19 8
 4 0 0 34 38 64 6.083 0 0 0 6 5 20 22
 3 0 30 38 145 61 0 0 1 0 30 25 21 22
 3 0 45 28 148 36 0 0 1 0 28 23 14 19
 4 0 0 63 13 212 6.083 0 0 0 12 10 28 23
 2 23 3 20 5 62 3.606 0 2 0 0 0 20 2
 2 0 2 3 2 7 1 0 4 0 8 3 0 0
 2 0 14 0 87 5 2.236 0 7.071 0 29 6 5 0
 2 0 15 0 30 8 1.414 0 8.602 0 14 3 5 5
 2 0 0 12 33 69 5.099 0 2.236 0 6 9 17 13
 2 0 1 0 47 37 5 0 5.385 0 19 13 0 0
 2 0 1 8 5 46 5 0 3 0 0 0 5 2
 4 0 14 66 55 212 1.414 0 0 0 23 19 22 21
 2 0 0 4 0 4 -1 -1 3.606 0 0 0 0 0
 2 23 21 0 74 6 2 0 6.403 0 26 16 0 0
 4 0 0 57 20 127 5.385 0 0 0 15 10 25 24
 2 18 5 17 25 75 2.828 0 1 0 5 0 17 7
 4 0 0 68 28 263 5.099 0 0 0 0 0 23 25
 2 23 4 0 56 22 4 0 6.708 0 17 8 0 0
 3 0 37 44 120 189 0 0 1 0 27 23 25 24
 2 0 0 0 13 34 5.099 0 5.385 0 17 2 0 0
 2 0 4 4 10 73 4 0 4.243 0 5 5 19 10
 2 0 7 4 12 39 3.606 0 4.243 0 14 10 15 2
 2 0 5 0 18 1 4 0 6.403 0 0 0 0 0
 4 0 27 46 129 61 1.414 0 0 0 19 22 16 21
 4 0 21 60 178 91 3.606 0 0 0 21 19 25 23
 4 0 0 45 0 161 -1 -1 0 0 0 0 32 23
 3 0 81 0 216 0 0 0 -1 -1 35 27 10 8
 2 0 3 0 17 0 3.162 0 -1 -1 0 0 0 0
 2 18 6 10 88 84 2.828 0 3.162 0 14 12 10 6
 2 0 0 8 9 19 7.81 0 1.414 0 5 6 13 15
 2 23 0 6 0 50 -1 -1 4 0 0 0 0 0
 2 19 8 0 19 9 2 0 8.062 0 5 5 0 0
 2 0 0 21 0 39 -1 -1 2.236 0 0 0 15 18
 2 0 0 2 0 45 -1 -1 4.472 0 5 2 0 0
 2 0 0 21 0 52 -1 -1 1 0 0 0 28 20
 2 0 2 0 4 4 4 0 9.487 0 16 9 0 0
 2 0 0 3 2 50 6.708 0 4.243 0 0 0 5 8
 2 0 0 2 0 6 -1 -1 4.472 0 0 0 0 0
 4 0 4 52 10 123 3.606 0 0 0 0 0 20 21
 1 0 7 2 46 7 3.162 0 2 0 0 0 0 0
 1 0 47 1 163 26 1 0 5 0 28 25 0 0
 2 0 0 2 14 34 8.485 0 4.472 0 15 10 14 5
 2 0 0 0 0 26 -1 -1 5.099 0 0 0 0 0
 2 0 25 2 35 63 1 0 4.472 0 16 19 5 3
 3 0 45 0 161 1 0 0 9.849 0 23 24 0 0
 3 0 46 9 105 92 0 0 3.606 0 22 23 23 14
 4 0 18 63 101 206 2 0 0 0 9 13 34 25
 1 0 26 0 153 0 2 0 -1 -1 16 21 0 0
 4 0 36 45 138 169 2 0 0 0 21 18 28 26
 4 0 0 49 5 130 8.062 0 0 0 5 3 23 28
 2 0 0 0 2 0 8.062 0 -1 -1 10 14 0 0
 3 0 56 0 217 3 0 0 9 0 35 26 0 0
 2 23 14 1 67 3 2.828 0 5 0 15 16 0 0
 2 19 21 16 47 90 1 0 1 0 15 23 9 2
 2 0 0 0 2 1 5.099 0 9.22 0 0 0 0 0
 2 0 0 19 0 98 -1 -1 2.236 0 12 2 19 22
 2 15 3 0 35 20 4.123 0 7.28 0 5 6 0 0
 4 0 56 6 123 18 1 0 0 0 23 23 18 9
 4 0 0 66 20 165 6 0 0 0 0 0 24 22
 2 0 0 0 3 9 7.211 0 9.22 0 0 0 6 6
 2 0 0 0 2 12 7 0 7.81 0 0 0 14 5
 3 0 33 0 133 9 0 0 9.055 0 23 22 0 0
 1 0 10 2 92 34 3.162 0 4 0 27 15 0 0
 1 0 35 0 152 0 1 0 -1 -1 29 22 0 0
 3 0 47 7 148 49 0 0 3 0 34 27 10 11
 4 0 0 33 5 68 5.657 0 0 0 0 0 15 18
 1 0 2 0 72 0 4.472 0 -1 -1 12 9 0 0
 2 0 0 0 0 26 -1 -1 7 0 0 0 14 5
 3 0 79 2 263 32 0 0 2 0 30 25 5 0
 4 0 32 3 120 8 1.414 0 0 0 23 20 12 15
 3 0 14 0 46 0 0 0 -1 -1 23 20 0 0
 2 23 3 0 13 3 4 0 8.602 0 9 11 0 0
 2 0 0 0 3 4 9 0 5.385 0 0 0 5 0
 4 0 7 74 31 269 3.162 0 0 0 17 9 30 24
 2 0 0 0 39 38 5.657 0 5.831 0 5 7 21 15
 2 0 0 0 1 30 10 0 7 0 0 0 21 10
 2 0 0 1 28 11 7 0 5 0 5 7 0 0
 2 22 16 0 52 45 2.236 0 5.099 0 17 18 0 0
 2 23 3 0 30 45 3 0 5.099 0 20 2 0 0
 2 23 1 8 16 64 5 0 3.162 0 0 0 0 0
 2 0 1 0 60 18 5 0 7 0 10 8 11 14
 4 0 0 42 1 60 9.055 0 0 0 0 0 19 23
 2 0 0 1 2 9 7.211 0 5 0 0 0 0 0
 2 0 0 0 4 5 6.083 0 6.708 0 0 0 5 5
 4 0 3 74 55 252 4 0 0 0 0 0 29 26
 2 0 2 3 4 20 4 0 2 0 0 0 5 0
 3 0 23 0 60 0 0 0 -1 -1 23 16 0 0
 2 0 0 1 14 35 8 0 5 0 13 7 12 8
 2 0 0 0 19 4 6.325 0 8.246 0 11 6 0 0
 2 0 20 0 41 1 1 0 9.434 0 28 20 0 0
 4 0 5 53 42 107 3 0 0 0 10 11 30 24
 2 0 2 0 11 31 5 0 5.657 0 1 0 9 5
 2 0 0 4 0 4 -1 -1 1 0 0 0 16 4
 4 0 23 41 98 57 2 0 0 0 23 22 17 20
 2 0 0 0 8 13 7.071 0 8 0 6 6 0 0
 3 0 56 6 153 50 0 0 4.123 0 35 24 22 11
 2 0 0 0 3 11 8.944 0 7 0 0 0 4 0
 2 23 0 1 0 67 -1 -1 5 0 0 0 0 0
 3 0 44 37 126 169 0 0 2 0 20 23 20 23
 2 0 0 0 11 0 8.485 0 -1 -1 16 13 0 0
 4 0 0 71 24 267 5.099 0 0 0 0 0 29 26
 2 0 0 0 10 2 9 0 6.403 0 27 2 0 0
 3 0 81 0 303 1 0 0 10 0 25 25 0 0
 3 0 62 4 130 31 0 0 4 0 18 22 8 6
 2 0 0 14 39 29 5.657 0 2.828 0 14 8 14 4
 2 0 5 9 34 39 4.243 0 2.236 0 13 8 13 11
 3 0 54 0 128 0 0 0 -1 -1 26 24 0 0
 3 0 33 8 126 37 0 0 3 0 18 22 16 16
 4 0 18 25 119 57 2.236 0 0 0 27 13 18 16
 4 0 0 81 1 267 9.487 0 0 0 0 0 32 25
 4 0 2 64 26 145 4 0 0 0 11 16 25 21
 2 23 8 0 33 2 3.162 0 9.434 0 10 11 0 0
 1 0 18 0 53 6 1 0 7.071 0 24 15 0 0
 4 0 1 51 53 108 5 0 0 0 24 18 23 23
 3 0 65 0 214 0 0 0 -1 -1 22 24 0 0
 2 0 0 3 9 25 7.071 0 2.828 0 0 0 10 6
 2 0 10 5 35 7 3 0 2.828 0 5 5 5 1
 2 0 13 0 26 1 2.236 0 9.849 0 8 6 0 0
 2 15 8 23 8 94 1 0 2 0 13 16 14 7
 2 0 0 4 0 13 -1 -1 3.606 0 0 0 0 0
 2 23 0 0 11 2 7.616 0 8.062 0 1 0 0 0
 2 0 2 0 17 1 4.243 0 8.062 0 11 7 0 0
 2 0 4 0 29 0 4.243 0 -1 -1 11 8 0 0
 4 0 9 67 21 268 2.828 0 0 0 0 0 33 34
 2 0 0 19 0 93 -1 -1 2.236 0 0 0 21 9
 2 23 0 0 1 48 10 0 5.657 0 0 0 0 0
 2 0 0 7 2 11 7.28 0 1 0 0 0 13 10
 2 23 15 0 29 19 1 0 5.657 0 16 17 0 0
 2 0 0 3 12 10 7.616 0 4.123 0 5 5 5 5
 2 23 0 0 0 4 -1 -1 8.944 0 0 0 0 0
 2 23 0 2 0 7 -1 -1 2.236 0 0 0 0 0
 4 0 0 81 0 315 -1 -1 0 0 0 0 28 29
 2 15 6 5 8 72 2.828 0 4.123 0 10 11 16 5
 3 0 28 3 64 3 0 0 2.828 0 20 21 7 4
 3 0 57 7 200 7 0 0 2.236 0 35 30 11 10
 2 23 0 0 0 17 -1 -1 7.616 0 0 0 0 0
 3 0 63 6 132 13 0 0 2.236 0 23 22 5 1
 4 0 17 45 76 77 1.414 0 0 0 21 20 20 20
 4 0 0 67 12 184 8.485 0 0 0 0 0 23 23
 2 23 20 41 21 268 1 0 1.414 0 18 12 31 2
 3 0 29 21 57 92 0 0 1 0 17 19 25 20
 2 0 2 0 4 0 3.162 0 -1 -1 5 0 0 0
 1 0 0 0 66 0 5.099 0 -1 -1 5 7 0 0
 2 24 14 13 120 31 3.162 0 2 0 17 14 0 0
 1 0 22 0 154 0 2.236 0 -1 -1 24 22 0 0
 2 23 13 3 26 21 1.414 0 4.243 0 16 16 0 0
 2 0 3 0 31 7 4.243 0 7.071 0 10 10 0 0
 3 0 61 15 151 96 0 0 3.162 0 28 21 19 1
 4 0 2 28 68 79 5 0 0 0 5 7 23 22
 2 23 21 0 67 29 1 0 8.062 0 18 17 0 0
 2 0 0 0 15 0 7.071 0 -1 -1 0 0 0 0
 2 23 0 9 0 36 -1 -1 3.606 0 0 0 0 0
 2 23 0 0 25 0 5.831 0 -1 -1 5 5 0 0
 3 0 40 13 125 77 0 0 3 0 32 26 14 15
 2 15 2 0 72 0 5 0 -1 -1 0 0 0 0
 1 0 26 25 93 81 2.236 0 1 0 23 9 0 0
 2 0 6 0 36 1 3.606 0 10 0 5 0 0 0
 2 23 0 26 8 190 8.944 0 2.828 0 13 12 0 0
 2 0 0 0 26 0 6.403 0 -1 -1 5 4 0 0
 3 0 23 0 40 0 0 0 -1 -1 19 22 0 0
 4 0 0 47 0 120 -1 -1 0 0 7 6 24 21
 2 0 7 0 42 1 4 0 7.28 0 23 5 0 0
 3 0 50 0 165 0 0 0 -1 -1 22 23 0 0
 1 0 20 0 87 0 1.414 0 -1 -1 23 17 0 0
 2 0 0 0 2 24 10 0 5.385 0 0 0 0 0
 2 23 0 11 0 60 -1 -1 4 0 0 0 0 0
 2 23 0 2 0 59 -1 -1 4.123 0 0 0 0 0
 2 22 25 1 125 50 3 0 5 0 15 14 0 0
 2 23 2 1 40 7 4.472 0 5 0 16 9 0 0
 3 0 16 1 27 1 0 0 3 0 15 20 0 0
 1 0 0 3 4 10 7 0 4 0 5 6 0 0
 1 0 1 0 77 8 5 0 7.81 0 13 10 0 0
 4 0 29 19 29 25 1 0 0 0 14 18 21 21
 2 0 0 4 0 4 -1 -1 2.828 0 0 0 0 0
 2 0 1 0 7 5 5 0 9 0 0 0 0 0
 2 0 0 0 5 8 7.81 0 7 0 0 0 0 0
 1 0 0 0 0 3 -1 -1 9 0 0 0 0 0
 3 0 42 0 150 0 0 0 -1 -1 28 23 7 4
