class last.change n5.d3 n5.d4 n10.d3 n10.d4 dist.d3 last.d3 last.d4 dist.d4  r3.sdl r3.sap r4.sdl r4.sap
 2 23 2 0 33 7 5 0 8.544 0 5 5 0 0
 2 0 6 0 25 0 3 0 -1 -1 20 19 0 0
 4 0 0 74 19 169 6.403 0 0 0 5 0 24 23
 2 23 0 13 0 49 -1 -1 2 0 0 0 24 1
 2 0 0 0 27 0 6.325 0 -1 -1 5 0 0 0
 2 15 4 43 10 111 3.162 0 1 0 4 0 25 12
 4 0 5 59 19 188 3.606 0 0 0 0 0 24 22
 2 23 0 0 0 21 -1 -1 5.385 0 0 0 0 0
 4 0 0 53 14 114 6.708 0 0 0 23 8 25 25
 3 0 63 17 194 41 0 0 2.828 0 25 24 5 5
 2 24 0 4 0 77 -1 -1 4.243 0 0 0 23 1
 3 0 53 1 197 9 0 0 4.472 0 25 25 0 0
 2 0 0 6 0 103 -1 -1 4 0 0 0 12 15
 2 23 0 0 0 10 -1 -1 7.211 0 0 0 25 1
 2 0 8 9 65 32 1 0 2.828 0 9 12 5 3
 3 0 57 9 127 90 0 0 4 0 36 26 14 14
 4 0 3 78 10 265 1 0 0 0 6 0 31 24
 4 0 0 67 13 214 7.28 0 0 0 0 0 27 24
 2 0 11 0 85 3 4 0 9.22 0 13 9 0 0
 3 0 46 35 108 209 0 0 1 0 31 23 22 23
 1 0 18 18 86 56 2 0 2.828 0 14 15 0 0
 2 23 7 0 29 13 4.123 0 7.071 0 0 0 0 0
 3 0 51 0 98 11 0 0 7.211 0 23 21 5 2
 3 0 42 3 145 12 0 0 4 0 31 26 0 0
 2 0 2 5 2 69 4.243 0 2.236 0 0 0 6 12
 2 0 0 24 5 91 9.22 0 1 0 0 0 14 20
 4 0 1 66 28 147 5 0 0 0 14 19 23 23
 2 0 4 0 19 0 4.243 0 -1 -1 0 0 0 0
 4 0 0 81 33 279 6.708 0 0 0 14 6 32 27
 4 0 0 46 2 71 7.071 0 0 0 0 0 13 18
 3 0 34 47 90 227 0 0 1 0 23 21 22 24
 4 0 17 57 72 161 2.828 0 0 0 26 10 29 23
 3 0 44 2 163 5 0 0 4 0 23 24 5 2
 2 0 0 0 2 0 8.062 0 -1 -1 0 0 0 0
 2 0 0 0 8 12 8 0 7 0 5 2 0 0
 2 0 26 3 91 8 1.414 0 2 0 21 15 8 5
 2 0 18 6 55 7 1.414 0 2 0 13 16 11 5
 3 0 8 25 10 91 0 0 2 0 11 14 17 21
 4 0 0 78 19 279 6.325 0 0 0 0 0 28 30
 3 0 22 36 64 108 0 0 1 0 16 21 24 26
 2 0 3 0 25 4 4 0 8.602 0 16 4 5 0
 2 0 1 0 3 0 4.472 0 -1 -1 2 0 23 2
 3 0 81 0 303 10 0 0 8 0 26 25 9 9
 2 0 0 0 29 4 6.403 0 7.616 0 14 15 0 0
 3 0 59 8 126 13 0 0 2.828 0 16 22 13 8
 2 23 0 0 0 4 -1 -1 9.055 0 0 0 0 0
 2 15 0 0 33 39 5.831 0 6 0 6 10 0 0
 2 0 0 7 0 43 -1 -1 3 0 0 0 0 0
 4 0 8 24 37 63 3.162 0 0 0 5 5 25 21
 2 23 0 0 0 43 -1 -1 6.325 0 0 0 0 0
 2 0 0 0 6 4 8.944 0 9 0 12 6 5 5
 3 0 25 8 114 49 0 0 3 0 19 24 9 11
 2 0 0 9 4 67 9.22 0 3 0 0 0 5 1
 3 0 80 1 235 27 0 0 5 0 22 24 5 2
 3 0 19 54 21 268 0 0 1 0 14 16 33 26
 2 23 8 0 62 26 3 0 7.211 0 5 4 0 0
 2 0 0 0 0 30 -1 -1 5.385 0 0 0 14 13
 2 0 2 3 36 3 4.472 0 3 0 23 10 0 0
 2 0 2 0 74 9 4.123 0 7.071 0 5 6 24 3
 2 23 9 0 31 16 2.236 0 6.325 0 13 9 0 0
 4 0 4 73 47 252 1.414 0 0 0 29 19 24 26
 2 23 0 0 0 25 -1 -1 7.071 0 0 0 0 0
 2 0 1 0 45 2 5 0 9.434 0 27 7 13 5
 4 0 2 71 31 262 4.123 0 0 0 0 0 23 25
 1 0 26 5 62 7 1 0 2.236 0 17 17 0 0
 2 23 0 0 0 26 -1 -1 5.831 0 0 0 0 0
 4 0 0 2 45 7 5.099 0 0 0 19 3 7 0
 2 0 0 41 0 132 -1 -1 1 0 0 0 25 21
 2 0 1 3 2 8 4.123 0 3.606 0 0 0 0 0
 4 0 1 80 24 293 5 0 0 0 0 0 23 24
 2 0 0 0 12 6 7 0 7.81 0 0 0 26 1
 2 24 0 0 0 55 -1 -1 5.657 0 0 0 0 0
 2 0 0 0 6 2 6.403 0 9.22 0 20 2 5 5
 2 23 0 0 0 2 -1 -1 9.899 0 0 0 0 0
 2 23 0 0 2 0 9.487 0 -1 -1 0 0 0 0
 3 0 34 7 99 13 0 0 1 0 23 23 16 12
 4 0 2 76 73 203 5 0 0 0 5 4 22 22
 2 0 1 4 4 49 5 0 4 0 0 0 12 9
 2 0 7 1 38 38 3.606 0 5 0 23 22 5 0
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 3 0 47 22 174 75 0 0 2 0 23 22 23 12
 2 23 0 0 21 5 7.071 0 8.544 0 0 0 0 0
 2 19 11 5 49 29 3.162 0 1.414 0 5 4 10 6
 2 0 0 0 26 4 6.325 0 7.81 0 0 0 0 0
 2 23 2 3 2 23 3.606 0 1 0 0 0 0 0
 4 0 9 72 25 283 1.414 0 0 0 5 5 26 29
 3 0 52 24 164 80 0 0 2 0 23 26 19 19
 3 0 35 43 78 133 0 0 1 0 22 24 24 20
 2 0 9 0 104 29 3.606 0 6.708 0 28 13 4 0
 2 0 3 0 18 5 4 0 7.071 0 0 0 5 3
 2 15 0 11 27 63 6.083 0 3 0 0 0 19 10
 3 0 81 0 289 5 0 0 7 0 26 24 0 0
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 24 0 37 0 140 -1 -1 1 0 0 0 0 0
 2 15 0 17 4 62 9.055 0 1 0 12 1 19 8
 4 0 16 62 121 176 2.828 0 0 0 11 17 30 25
 3 0 46 0 111 0 0 0 -1 -1 25 24 0 0
 2 23 0 0 0 35 -1 -1 5.385 0 0 0 0 0
 4 0 0 31 2 57 9.899 0 0 0 8 10 28 22
 3 0 62 19 206 78 0 0 2.828 0 15 23 5 8
 3 0 70 0 199 4 0 0 8.246 0 24 24 0 0
 3 0 64 12 141 112 0 0 3 0 23 21 32 4
 2 23 0 12 0 82 -1 -1 2.828 0 0 0 23 2
 3 0 76 0 256 0 0 0 -1 -1 27 27 0 0
 2 23 0 0 26 13 6.708 0 6.403 0 0 0 0 0
 2 0 12 0 32 1 2 0 9.487 0 13 14 0 0
 2 23 8 4 40 46 3.606 0 4.243 0 12 16 0 0
 2 0 0 0 32 16 6.325 0 6.403 0 5 5 23 10
 3 0 81 0 264 8 0 0 7.81 0 28 23 0 0
 2 0 2 0 27 8 5 0 6.403 0 0 0 0 0
 2 18 15 0 66 31 1.414 0 5.385 0 11 11 0 0
 3 0 57 20 111 117 0 0 2 0 15 22 12 20
 3 0 81 0 278 20 0 0 7.616 0 26 24 6 6
 2 0 0 4 0 38 -1 -1 4.123 0 0 0 0 0
 2 0 11 1 19 1 3 0 5 0 13 15 0 0
 2 23 8 7 76 23 3.606 0 2 0 0 0 0 0
 2 0 0 0 2 11 8.062 0 5.657 0 0 0 0 0
 2 0 0 39 31 89 5.099 0 2 0 23 17 14 21
 4 0 0 17 0 93 -1 -1 0 0 24 1 23 18
 2 15 1 22 3 83 5 0 2.236 0 8 5 25 1
 2 0 0 0 0 35 -1 -1 7 0 0 0 11 5
 2 23 2 0 46 0 4.472 0 -1 -1 5 4 0 0
 2 23 3 3 3 11 3.606 0 1 0 4 0 0 0
 2 0 0 0 12 17 6.325 0 6 0 0 0 12 3
 2 23 0 26 14 41 7 0 1.414 0 5 6 22 1
 3 0 55 0 157 7 0 0 6.083 0 32 26 0 0
 2 15 3 21 5 138 2.236 0 1.414 0 5 0 21 9
 2 23 5 0 6 34 2 0 5.099 0 12 6 0 0
 4 0 0 40 0 60 -1 -1 0 0 0 0 16 24
 3 0 37 5 78 25 0 0 4 0 24 21 5 6
 2 23 0 30 27 87 5.831 0 1 0 0 0 0 0
 2 0 10 0 80 4 3.162 0 8 0 0 0 10 9
 2 0 0 6 34 31 5.831 0 3.606 0 0 0 15 7
 4 0 5 21 25 78 3.162 0 0 0 0 0 26 20
 2 15 0 0 18 25 8.062 0 5.099 0 0 0 0 0
 2 18 11 9 107 99 3 0 4.123 0 11 13 0 0
 2 23 7 11 40 21 3.162 0 1.414 0 13 11 0 0
 2 0 0 1 40 11 7.071 0 5 0 5 3 0 0
 3 0 12 30 22 97 0 0 1 0 17 14 18 21
 2 23 3 0 31 0 4.123 0 -1 -1 0 0 0 0
 2 0 1 0 21 29 4.472 0 5.099 0 12 3 5 0
 2 0 0 4 22 7 8.062 0 4 0 5 7 11 8
 2 23 21 38 21 268 1 0 2.828 0 17 16 23 3
 2 0 0 0 0 39 -1 -1 7.071 0 0 0 0 0
 2 23 1 0 33 10 4.472 0 8 0 0 0 0 0
 2 0 3 0 16 19 3 0 7.81 0 3 0 0 0
 2 0 6 0 65 3 4 0 7 0 5 10 5 0
 2 23 0 0 9 54 7.211 0 6.083 0 14 2 0 0
 1 0 42 0 131 15 1 0 5.385 0 25 19 0 0
 2 0 0 0 27 4 7.28 0 8.944 0 19 3 0 0
 3 0 81 0 258 0 0 0 -1 -1 29 26 0 0
 1 0 0 0 9 2 8.944 0 9.22 0 22 4 0 0
 2 0 0 0 0 2 -1 -1 6.708 0 0 0 0 0
 4 0 11 58 48 200 2.828 0 0 0 6 11 25 25
 2 0 0 0 9 0 7 0 -1 -1 10 6 5 6
 3 0 58 21 132 30 0 0 2 0 23 22 9 14
 2 0 0 0 21 0 6.325 0 -1 -1 0 0 0 0
 4 0 1 60 25 167 5 0 0 0 14 13 23 23
 4 0 20 36 93 98 1 0 0 0 26 22 23 24
 2 0 0 0 12 27 6.083 0 6.708 0 12 7 5 0
 2 15 2 15 4 114 4.123 0 3.606 0 5 0 0 0
 2 0 25 0 101 2 2 0 5.385 0 27 18 0 0
 4 0 0 41 2 100 9.22 0 0 0 5 0 23 23
 4 0 16 57 150 85 3.162 0 0 0 14 15 21 23
 3 0 39 42 117 192 0 0 1 0 17 22 22 24
 4 0 33 38 107 123 2.236 0 0 0 17 23 23 22
 4 0 0 80 30 215 5.385 0 0 0 5 6 24 24
 3 0 72 0 213 26 0 0 5.099 0 22 22 5 5
 2 23 2 0 83 23 5 0 5.385 0 21 12 0 0
 2 0 0 1 5 8 7.616 0 5 0 23 1 5 6
 4 0 0 81 39 270 6 0 0 0 0 0 36 25
 2 0 15 28 70 73 2 0 1 0 0 0 17 18
 2 0 21 0 29 4 2.236 0 9.434 0 18 7 0 0
 1 0 0 0 6 4 9 0 8.246 0 5 0 0 0
 3 0 51 20 130 92 0 0 2.828 0 29 21 17 11
 2 23 0 0 4 0 8.544 0 -1 -1 0 0 0 0
 3 0 10 0 10 0 0 0 -1 -1 18 18 10 7
 3 0 41 30 93 119 0 0 1.414 0 31 22 23 22
 3 0 29 0 49 22 0 0 6 0 22 23 0 0
 2 15 2 42 4 116 4.472 0 1 0 8 8 28 11
 2 15 7 3 8 37 3.162 0 4 0 0 0 0 0
 2 0 0 8 6 14 8.602 0 2.236 0 0 0 12 6
 4 0 42 39 129 149 2.236 0 0 0 16 19 24 24
 2 15 0 5 8 62 5.385 0 4 0 0 0 13 7
 2 0 4 0 28 1 4.243 0 5.385 0 13 15 0 0
 2 0 3 0 3 14 1.414 0 7.211 0 5 0 3 0
 4 0 0 47 2 189 9.055 0 0 0 9 11 30 20
 2 23 0 9 0 39 -1 -1 2.236 0 0 0 0 0
 2 0 4 0 20 2 2.828 0 5.385 0 11 7 0 0
 2 23 0 5 2 7 9.055 0 3.606 0 0 0 0 0
 4 0 5 64 70 180 4.123 0 0 0 5 7 23 23
 3 0 74 7 241 70 0 0 3 0 26 23 5 5
 2 0 1 0 53 29 5 0 5.385 0 23 11 11 8
 2 23 0 0 0 7 -1 -1 7.81 0 0 0 0 0
 1 0 21 0 135 11 3.606 0 6.708 0 19 21 0 0
 2 0 0 2 0 67 -1 -1 5 0 0 0 20 3
 4 0 14 57 82 131 3.606 0 0 0 28 18 21 21
 2 0 3 8 34 41 5 0 3.162 0 5 10 17 2
 2 0 0 0 0 1 -1 -1 9.487 0 0 0 0 0
 2 23 0 0 19 0 5.831 0 -1 -1 0 0 0 0
 4 0 0 81 2 283 9 0 0 0 9 9 24 22
 2 23 8 0 29 6 3 0 7.81 0 5 0 0 0
 2 0 0 0 7 4 8.246 0 5.099 0 14 4 5 1
 3 0 43 18 99 91 0 0 2 0 19 21 9 14
 2 0 2 0 15 2 4.472 0 9.055 0 5 6 0 0
 2 23 0 0 8 0 7.616 0 -1 -1 0 0 0 0
 2 17 2 33 27 114 5 0 1 0 5 7 17 7
 3 0 10 0 10 0 0 0 -1 -1 17 18 0 0
 2 0 6 0 36 1 3 0 8.062 0 6 10 0 0
 2 23 8 19 17 86 1 0 1.414 0 11 10 0 0
 1 0 6 0 21 0 3.606 0 -1 -1 6 6 0 0
 2 19 20 29 58 97 1 0 1.414 0 17 18 22 4
 2 0 2 1 21 1 5 0 4.243 0 0 0 0 0
 4 0 12 67 22 271 2.236 0 0 0 10 7 33 25
 4 0 0 74 21 217 6 0 0 0 25 10 30 23
 2 0 24 14 136 46 2.236 0 1.414 0 30 17 8 11
 2 0 3 0 11 23 3 0 5.831 0 6 6 0 0
 4 0 27 54 89 227 2.236 0 0 0 29 16 32 25
 4 0 43 32 142 99 1 0 0 0 31 22 21 22
 2 23 19 5 59 43 2.236 0 4.123 0 5 8 0 0
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 4 0 0 64 27 167 7.81 0 0 0 8 8 26 24
 2 0 3 0 52 15 4 0 7.211 0 11 12 0 0
 2 0 0 0 23 1 8.246 0 9.22 0 5 7 0 0
 2 0 4 0 16 0 4.243 0 -1 -1 5 0 0 0
 2 0 0 8 5 73 8.544 0 3.606 0 13 7 27 12
 2 0 0 0 2 1 7.616 0 9.849 0 0 0 0 0
 2 0 0 0 5 29 9.22 0 5.099 0 0 0 14 11
 2 0 0 17 24 84 5.831 0 2.828 0 0 0 5 2
 4 0 0 81 4 262 8.944 0 0 0 0 0 27 23
 2 23 4 1 20 2 3 0 4.123 0 4 0 0 0
 2 0 0 0 55 8 6.325 0 8.062 0 13 6 0 0
 1 0 5 1 107 3 4.243 0 5 0 19 22 0 0
 3 0 16 44 40 120 0 0 1 0 14 20 20 18
 3 0 60 18 170 74 0 0 2.828 0 23 30 15 8
 1 0 0 0 8 0 8.485 0 -1 -1 5 5 0 0
 3 0 56 6 134 16 0 0 2 0 22 23 12 4
 2 0 0 0 10 1 7 0 10 0 5 1 0 0
 4 0 24 22 121 36 2 0 0 0 31 17 21 22
 2 0 0 0 42 2 6.325 0 9.055 0 5 9 0 0
 2 0 3 0 14 29 3.606 0 6.325 0 5 0 22 1
 4 0 10 16 73 17 3 0 0 0 20 16 26 16
 2 0 4 0 58 19 4 0 6.708 0 5 7 0 0
 4 0 0 23 0 61 -1 -1 0 0 0 0 26 19
 2 0 0 1 2 19 9.487 0 5 0 0 0 0 0
 2 0 0 0 3 0 5.385 0 -1 -1 0 0 0 0
 3 0 53 0 131 1 0 0 9.849 0 25 23 5 3
 2 0 0 4 3 5 6.325 0 2.828 0 0 0 7 12
 3 0 27 5 35 52 0 0 3.606 0 23 19 12 17
 3 0 43 12 49 70 0 0 2.828 0 22 22 6 8
 3 0 40 4 159 4 0 0 2 0 24 25 13 3
 2 0 0 0 0 25 -1 -1 5.657 0 0 0 5 6
 3 0 57 0 165 0 0 0 -1 -1 29 25 0 0
 2 23 0 11 11 95 6.083 0 1.414 0 10 5 0 0
 3 0 73 0 201 0 0 0 -1 -1 23 24 0 0
 2 0 0 0 10 1 5.099 0 9.055 0 0 0 18 1
 2 0 0 0 3 10 9.487 0 6.708 0 5 0 5 4
 3 0 64 0 165 0 0 0 -1 -1 24 23 0 0
 4 0 0 81 0 284 -1 -1 0 0 0 0 34 29
 3 0 40 22 71 85 0 0 1 0 22 25 18 17
 4 0 0 56 0 213 -1 -1 0 0 0 0 29 23
 2 15 1 0 25 0 5 0 -1 -1 5 1 0 0
 2 23 2 0 22 21 2.236 0 6.083 0 23 7 0 0
 2 0 0 15 0 49 -1 -1 1.414 0 0 0 14 16
 1 0 23 30 95 73 1 0 1 0 22 15 0 0
 2 23 5 0 9 25 2 0 6.083 0 11 2 0 0
 3 0 48 3 160 33 0 0 3.606 0 26 23 13 7
 4 0 4 32 54 76 3.606 0 0 0 28 8 26 22
 2 23 0 3 23 28 7.211 0 4.123 0 5 2 16 1
 2 0 0 0 1 43 10 0 6.403 0 0 0 0 0
 2 0 0 10 20 54 8.062 0 2 0 16 8 9 12
 2 0 2 3 8 10 4 0 4.243 0 5 0 14 7
 3 0 78 0 223 4 0 0 7.211 0 30 25 0 0
 2 0 0 0 19 3 6.708 0 9.434 0 5 2 0 0
 2 15 0 0 0 39 -1 -1 5.099 0 5 0 0 0
 2 0 0 0 2 4 5.099 0 7.616 0 0 0 0 0
 2 0 1 0 38 33 5 0 5.099 0 10 9 5 7
 2 23 0 0 0 17 -1 -1 7.616 0 0 0 0 0
 3 0 6 0 8 7 0 0 7.071 0 6 5 0 0
 3 0 8 34 12 104 0 0 1 0 13 14 22 24
 2 15 0 0 1 0 10 0 -1 -1 5 0 0 0
 4 0 21 44 110 60 3 0 0 0 26 22 19 23
 2 0 0 0 17 30 6.325 0 6 0 22 8 15 12
 2 0 0 1 0 24 -1 -1 5 0 0 0 12 8
 2 23 0 1 0 2 -1 -1 4.123 0 5 7 0 0
 2 0 0 13 4 25 5.385 0 2.236 0 0 0 17 14
 2 0 8 0 26 17 3.606 0 8.062 0 13 9 5 2
 3 0 81 0 221 6 0 0 8.602 0 30 24 10 5
 2 23 0 7 15 56 5.831 0 3 0 12 4 0 0
 3 0 36 10 114 17 0 0 3 0 33 27 0 0
 2 23 0 0 0 3 -1 -1 9.487 0 0 0 0 0
 2 0 20 14 72 52 1.414 0 2 0 25 18 21 13
 2 0 0 0 0 1 -1 -1 10 0 0 0 0 0
 2 23 2 0 33 18 5 0 5.099 0 0 0 0 0
 2 15 0 1 1 50 10 0 5 0 5 6 12 9
 2 15 0 10 2 54 9.22 0 3.162 0 0 0 19 6
 1 0 0 0 77 0 5.099 0 -1 -1 5 5 0 0
 3 0 74 7 231 74 0 0 3 0 26 24 27 6
 2 0 8 4 55 33 2.828 0 4.123 0 14 16 5 5
 1 0 25 0 63 7 2 0 5.099 0 16 9 0 0
 2 23 1 18 2 62 5 0 1 0 0 0 0 0
 2 0 2 0 4 1 4 0 9.899 0 0 0 0 0
 4 0 0 68 4 202 9 0 0 0 0 0 16 26
 2 0 0 0 0 29 -1 -1 7.211 0 0 0 0 0
 3 0 78 2 254 28 0 0 3 0 32 25 11 14
 2 0 22 0 44 33 1 0 5.657 0 23 15 5 0
 2 0 0 0 0 10 -1 -1 7.81 0 0 0 0 0
 3 0 40 28 143 99 0 0 2.236 0 27 27 25 8
 4 0 0 48 11 210 8.544 0 0 0 5 5 27 20
 2 0 0 0 4 9 8.944 0 6 0 0 0 8 5
 2 0 11 1 30 5 2.236 0 5 0 13 6 0 0
 3 0 71 2 203 64 0 0 5 0 28 24 5 0
 2 0 0 0 19 0 5.385 0 -1 -1 5 0 0 0
 2 0 1 0 4 0 5 0 -1 -1 0 0 0 0
 2 22 0 8 15 78 8.062 0 3.162 0 5 2 0 0
 4 0 0 78 17 150 6.325 0 0 0 0 0 28 22
 2 23 0 7 0 43 -1 -1 3.162 0 0 0 0 0
 2 0 0 16 0 102 -1 -1 2.828 0 0 0 13 11
 2 0 0 0 66 1 5.099 0 10 0 14 16 0 0
 2 0 0 4 4 4 8.602 0 2.828 0 10 6 0 0
 2 0 0 0 0 36 -1 -1 6 0 0 0 17 4
 2 23 0 0 17 0 5.831 0 -1 -1 11 5 0 0
 3 0 76 0 237 1 0 0 9.899 0 32 26 0 0
 3 0 51 9 122 59 0 0 2.828 0 28 23 11 11
 4 0 25 46 67 120 1 0 0 0 13 19 21 22
 4 0 12 67 21 270 2 0 0 0 5 0 32 27
 2 0 14 12 68 36 3.162 0 2 0 31 11 14 8
 2 23 0 13 10 119 6.708 0 1 0 17 7 16 1
 3 0 23 5 39 5 0 0 2.236 0 13 21 9 7
 2 23 5 0 12 18 3.162 0 7 0 5 0 0 0
 4 0 49 31 119 114 1 0 0 0 34 22 25 21
 4 0 32 44 173 85 1 0 0 0 28 22 21 22
 2 23 2 0 26 5 4.472 0 9.22 0 5 6 0 0
 2 0 6 0 34 7 3.162 0 7.616 0 11 11 0 0
 2 25 31 0 127 24 1 0 5.099 0 20 18 0 0
 2 0 2 0 30 25 4.123 0 5.385 0 13 4 0 0
 3 0 2 0 15 4 0 0 7.211 0 12 11 0 0
 4 0 0 81 17 289 8 0 0 0 0 0 31 25
 4 0 9 22 31 79 2.236 0 0 0 0 0 26 19
 2 18 6 0 59 21 4 0 6 0 0 0 13 2
 2 0 0 5 1 8 10 0 3.606 0 0 0 0 0
 2 23 4 0 16 11 3.606 0 8 0 13 9 0 0
 2 0 0 5 0 25 -1 -1 1 0 0 0 18 18
 2 0 4 5 8 45 1 0 3 0 5 0 5 0
 3 0 63 5 132 30 0 0 4 0 30 21 5 6
 2 15 0 0 12 0 7.616 0 -1 -1 0 0 0 0
 4 0 0 29 4 100 9.22 0 0 0 7 6 26 22
 3 0 24 57 69 187 0 0 1 0 21 22 32 25
 2 23 0 1 0 58 -1 -1 5 0 0 0 0 0
 2 23 14 7 88 20 2.828 0 2 0 24 13 0 0
 4 0 2 44 56 68 4.472 0 0 0 20 7 21 20
 3 0 81 0 274 5 0 0 5.099 0 29 25 0 0
 2 0 3 43 37 68 4.243 0 1 0 4 0 22 20
 2 23 14 0 89 1 2.236 0 9.849 0 19 3 0 0
 2 0 0 0 32 17 5.099 0 6 0 0 0 10 8
 2 23 0 17 0 47 -1 -1 1 0 0 0 0 0
 4 0 19 62 96 218 2.236 0 0 0 16 19 33 27
 2 0 0 2 3 4 7.071 0 4.243 0 13 10 25 9
 3 0 10 0 10 0 0 0 -1 -1 20 19 0 0
 4 0 32 49 196 84 2.236 0 0 0 23 18 25 23
 2 23 0 0 23 1 5.385 0 10 0 9 9 0 0
 2 0 2 0 18 3 3 0 5.099 0 5 0 5 0
 4 0 42 24 175 60 1 0 0 0 22 22 17 21
 2 23 0 30 8 43 8 0 1 0 0 0 22 2
 1 0 43 0 177 0 1 0 -1 -1 28 25 0 0
 3 0 79 2 254 20 0 0 4.243 0 26 27 12 14
 2 23 0 4 0 74 -1 -1 4.243 0 0 0 0 0
 2 23 0 28 2 97 8.246 0 1 0 0 0 25 3
 3 0 36 36 151 69 0 0 1 0 22 23 20 21
 4 0 0 60 6 107 8.246 0 0 0 0 0 24 25
 3 0 44 8 152 39 0 0 1 0 29 23 29 19
 4 0 9 13 18 58 2.236 0 0 0 12 5 20 20
 2 15 2 40 10 108 4.123 0 1 0 5 5 23 11
 2 18 30 18 87 109 1 0 1.414 0 26 20 25 7
 2 0 0 0 58 7 5.385 0 7.616 0 14 8 5 5
 3 0 18 18 93 73 0 0 1 0 16 22 14 19
 2 0 0 0 15 1 5.099 0 9.849 0 0 0 0 0
 3 0 81 0 306 0 0 0 -1 -1 23 24 8 6
 2 15 29 0 137 0 1.414 0 -1 -1 14 21 0 0
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 23 0 0 4 3 7.071 0 7 0 0 0 0 0
 4 0 0 73 77 186 5.657 0 0 0 5 6 26 24
 2 23 0 0 0 3 -1 -1 9.434 0 0 0 0 0
 3 0 36 0 76 0 0 0 -1 -1 24 22 0 0
 2 0 1 4 58 8 5 0 3.162 0 9 11 8 5
 2 23 0 2 0 6 -1 -1 1.414 0 0 0 9 1
 4 0 2 61 25 266 5 0 0 0 5 6 27 24
 2 0 15 0 22 3 2 0 9.899 0 5 6 7 9
 2 23 0 7 0 24 -1 -1 1 0 0 0 0 0
 2 0 0 12 0 74 -1 -1 2.828 0 0 0 6 9
 2 0 1 3 39 38 5 0 4.472 0 26 14 2 0
 4 0 0 27 0 79 -1 -1 0 0 0 0 23 20
 2 23 9 0 56 6 2.828 0 8.062 0 12 6 0 0
 2 23 2 0 55 0 5 0 -1 -1 21 6 0 0
 3 0 40 6 154 29 0 0 2.828 0 20 23 5 5
 4 0 0 81 13 255 8.062 0 0 0 8 5 37 24
 2 0 4 5 63 7 3 0 3 0 6 8 0 0
 3 0 81 0 260 23 0 0 6.325 0 22 22 5 5
 4 0 11 60 29 160 3 0 0 0 22 10 23 24
 3 0 81 0 274 5 0 0 6.708 0 26 25 0 0
 2 23 11 0 31 1 2.236 0 10 0 11 11 0 0
 2 23 7 13 50 46 3.162 0 2 0 20 16 0 0
 2 0 3 0 6 0 4.123 0 -1 -1 0 0 0 0
 2 15 0 18 34 63 5.385 0 2 0 0 0 0 0
 4 0 0 23 16 37 7.071 0 0 0 5 0 25 19
 3 0 55 0 166 7 0 0 5.099 0 23 24 0 0
 2 23 1 11 5 53 4.123 0 2.828 0 5 0 0 0
 2 0 4 0 11 9 1.414 0 8.944 0 5 2 0 0
 2 23 5 0 6 15 3 0 8.602 0 2 0 0 0
 2 0 9 0 26 2 1 0 8.062 0 10 15 0 0
 2 0 7 0 28 2 3.162 0 7.81 0 0 0 14 1
 2 0 0 9 43 41 6.083 0 3.606 0 10 8 18 7
 2 0 10 0 11 34 3.162 0 6.325 0 9 9 0 0
 4 0 22 55 71 180 2.236 0 0 0 22 20 28 22
 2 23 1 3 2 42 4.472 0 2 0 0 0 0 0
 3 0 25 0 38 0 0 0 -1 -1 28 23 0 0
 3 0 30 4 57 7 0 0 3.162 0 19 18 0 0
 2 0 1 8 2 27 4.123 0 1 0 0 0 12 16
 2 0 0 1 21 31 7.071 0 5 0 5 1 5 6
 3 0 65 10 172 96 0 0 2.828 0 22 23 21 18
 3 0 74 0 231 12 0 0 7.211 0 24 23 0 0
 2 0 0 0 4 0 6.708 0 -1 -1 0 0 0 0
 2 23 2 0 13 2 5 0 9.487 0 0 0 0 0
 4 0 1 45 14 155 5 0 0 0 5 0 36 25
 2 23 0 4 0 9 -1 -1 3.606 0 0 0 0 0
 2 0 0 0 10 3 6 0 8.544 0 0 0 0 0
 2 0 0 1 0 29 -1 -1 5 0 0 0 10 11
 2 23 0 0 39 21 6 0 6.083 0 0 0 0 0
 2 0 0 0 2 0 8.944 0 -1 -1 0 0 0 0
 2 0 1 5 38 60 5 0 3.606 0 8 9 11 14
 4 0 2 54 28 123 4.472 0 0 0 0 0 18 24
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 22 0 93 0 1.414 0 -1 -1 18 20 5 6
 2 23 0 0 1 19 10 0 7.28 0 5 7 0 0
 3 0 32 20 76 75 0 0 1.414 0 17 17 20 14
 2 0 0 0 4 2 5.099 0 9.22 0 5 0 21 2
 2 0 0 0 27 12 5.385 0 7.616 0 0 0 0 0
 2 23 4 0 14 2 4.243 0 7 0 13 6 0 0
 2 0 0 8 6 10 8.062 0 2.236 0 0 0 10 8
 4 0 8 19 42 26 2.828 0 0 0 5 1 19 20
 2 23 0 11 0 45 -1 -1 2 0 0 0 0 0
 3 0 41 12 143 60 0 0 3 0 21 24 5 6
 4 0 0 66 23 207 8.246 0 0 0 0 0 30 25
 4 0 33 48 135 145 1 0 0 0 25 21 31 26
 2 0 24 0 36 0 1.414 0 -1 -1 23 19 0 0
